COMMENT_ID,TEXT,IS_TOXIC
tceEa06i,Vaccines are not safe.,BLANK
OTrdPXHR,"we dont know  each other here.. maybe some of u come from europe, come from asia.. etc.. we are from  different country.. different race.. but now we are here together to find peace.. No matter where are you from, what your race. we are here for one reason. find peace.. lets pray together no more  war in this world. World  is more beautifull if we live together as a peacefull.

Goodnight, From viet nam",BLANK
ffHglkiP,Hi,BLANK
vIAuLk6m,i from🇩🇰 i Love you😀😃😄😁😆🥹😍🥰😘😞😮‍💨👌,BLANK
WELWnnsL,What is most important is that you stay loyal to the cult. You are insulting the American people by not calling out this nut. And let’s be clear trump believes in money and trump period.,BLANK
bKdWVkJe,Amazing,BLANK
0XxzZ3eA,"Can we just admit, every politician out of Louisiana is an idiot?",BLANK
iJVaUDJ1,"Hey there. We may never meet, but if you’re reading this, take it as a sign—you’re stronger than you think. Life gets heavy sometimes, but remember, you’ve made it this far. That’s no small thing. 💪

Whatever you’re facing, you have the power to overcome it. You’re not alone, and better days are coming. Believe in yourself, because I believe in you. 🌟

Take a deep breath, keep going. Sweet dreams.",BLANK
nYoAXuN2,Can I get a hi from everyone please,BLANK
13tohMbY,Another spineless Republican who are to blame for Americas problems!,BLANK
KGcAsCsL,"Absolutely beautiful atmosphere. I create similar calm & rain piano music too —
this vibe inspires me every time. ☔🎶",BLANK
6XMn8q8l,Come from Bangladesh.  এখানে বাংলাদেশের কেউ আছেন??,BLANK
cpr5CLdD,"What gets me, yes, I think his policy sounds good, why didn’t he suggest it years ago to Obama or Biden? I’m sure if it is better they would have accepted it, but he didn’t want them to look good, now, it makes trump look good. What a coward",BLANK
ItKrQRFK,"490,000,000 views is unbelievable!",BLANK
3Ercf2Wk,Are we certain that this Joker is a physician?,BLANK
tJEC7Akh,Been listening to this for 8 yrs this best sleep music to fall asleep to,BLANK
V0hpBsa7,N Jake just lets the brown-noser kiss Trump’s arse again and again.,BLANK
see6qMAj,"Yes, what matters is making America healthy. That means getting rid of a man who sits at the highest position of power in our country’s healthcare system and has done nothing but undermine real medicine with junk science claims. His actions are causing deaths to Americans of all ages.",BLANK
0v2P2cXQ,Well if Cassidy is on CNN speaking about JFK then it must be negative.  That is the only people that CNN allows on their network.  Pure propaganda against the GOP is all that CNN does.  Don't believe me - then watch them.,BLANK
aKewMMLh,I’m am in November 🎉,BLANK
C0o8LgjW,"Dear everyone who reads this, we don't know each other but I wish you all the best in life and happiness.",BLANK
cKZW568Z,"Bronze = higher deductible,less coverage.",BLANK
HaTxaD27,"I have to acknowledge how Cassidy pushed back against Jake trying to sensationalize this interview. It was a reach for Jake and a wast of time and irrelevant. Everyone understand how stupid it was for Cassidy to vote to nominate RFK, we dont need him to say it.",BLANK
Iz0ggHIj,Stop listening to anything the CDC says until after 2028.,BLANK
saVrS82f,I just want better grade and looking,BLANK
8gcukCxK,Embarrassing and unserious person,BLANK
axLuLSrF,My sister hew sleep,BLANK
8DclhJSc,Guys who all are here in 2025 November,BLANK
BVENLqG9,Noooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,BLANK
VYJp6pNl,"To the one reading this in the dark, in bed, in tears, in silence — you made it through today. That’s enough. Let this music soothe the noise in your mind. Sleep well. You did your best.",BLANK
axH96Ifv,Harika ve ilham aldığım bir kanal 🎉,BLANK
3ulPGo0D,"You're becoming the best version of yourself. Hang in there, and you'll shine brighter than before! :)",BLANK
omEF8KLo,"Mmmmmhhhh very relaxing this, I know this sleep is going to be very sweet, I send you all my love from the Netherlands :)",BLANK
deMfCbeh,Vaccines are not safe.,BLANK
uP7lqiPe,"Thank you i have a long day that what i lookin for, Calm and peace",BLANK
RF1GREUN,What a coward,BLANK
XDHsE8k5,Trump created covid,BLANK
qtlsQw2u,No trump does not believe vaccines are safe,BLANK
nThRyiwO,😢😢,BLANK
LY9abLJk,"having anxiety about something happening to my mom. these thoughts often keep me up crying, anxiety is so debilitating!!",BLANK
c9Rc3pAJ,Period!!!!!!!;!,BLANK
o1trYcJA,"None covering up. All locked out.??
Then Senator strength of 2 per state can be reduced to 1 per state and each with a governor as final authority. Supreme court leads disputes nationally. After this kick out 200000 Ukrainians to check movers. None found, you are done. World is dead under it.",BLANK
XKxaalSZ,"does cutting research and funding as well as people working in the NIH ""Making America healthy""?",BLANK
fGxdXI1u,Any one here november 2025?,BLANK
iL8xDClL,Me i am one month till christmas🎉🎉,BLANK
CSL2bWJ8,Absolutely loved it.,BLANK
TWBiv8pV,Any one here November 2025?,BLANK
ildHbUMi,I am,BLANK
bPMoOtgg,How do you make America healthy?  You don't brainlessly cling to empty phrases and bs.   You don't vote for a clearly derange human being with a known penchant for unhealthy lies about medicine and vaccines.,BLANK
ESjBG8Ny,"You Yanks have absolutely no idea what you are dealing with. 
It,s not so much the wizards of my upper classes, it is the witches we are concerned about. These liberal white witches are seriously evil and twisted. 
We working-class Brits have and want nothing to do with them.
 It is now common knowledge that the Fabian Society runs the US Democrat Party.
 It is also common knowledge that the Imperial British Empire has run the USA for over a 100 years give or take. 
So what is the story with our King then ? Why is he such a wet blanket or limp biscuit ? 
Well unless he does something extraordinary or grows a pair we want him gone. 
Defender of the Faith ?   Give me a break.
 Now here is where we are right now in Britain and the USA. Both countries have a problem with the southern border.
 In Britain the native population sits at 46 Million people. The official census last year counted 70 Million. ( some say 67, others say, 68/69 ) Even counting a population is a problem in broken Britain. 
But here is the Kicker !! 
The Supermarkets and sewage farms say that there are 96 Million people living in Britain. Yet !! The King sits and watches this country go to the dogs.
 Never has a Monarch behaved this way since the Magna Carta.",BLANK
OMjOz0Yi,I find it funny that the Republicans keep bringing up health savings accounts. They say people will be able to pay for the medical care out of them which is true. But I don't believe you can pay your premiums from it so you're still going to have to deal with high premiums regardless.,BLANK
XB6HkmMN,OMG senator Rick Scott was part of the biggest American health care scandal !!!! He stole money and got away with it.  So this so called doctor is endorsing the 1 guy who did more to hurt Americans health care than any other official Haha 1997 he defrauded Medicare and Cade for millions and got away with it. Google it. They're all corrupt!,BLANK
JQhfGYlL,"I'm trying towrite this without sounding cheesy
But when youre so stressed that you feel like you cant even afford to sit down and breathe for 5 minutes, that's when you take a break because it will give you the energy to manage everything. You need clarity.",BLANK
1CqXoMZj,TRUMP JUST TOOK THE JAB. AGAIN,BLANK
QYWTXa0B,If Republicans would pass Universal healthcare we would be a much healthier nation!! That is a ridiculous plan to send money to people to buy there own healthcare y’all know it is incredibly hard for individuals to shop for their own healthcare plans and if the pre existing conditions clause is removed!!,BLANK
3TsdvTcN,Anyone here November 2025?,BLANK
75UHQS8D, @chrisdemetriou7635 thx Bro,BLANK
dJkyib48,The next leader America elects needs to sign a bill that every single American gets yearly vaccinations and boosters for all vaccines available. PERIOD! These uneducated Republicans are insane.,BLANK
zzldb466,https://youtu.be/RFmhqe9hND8?si=DuwPIcISgfz9B3Cy,BLANK
HcwPQHxK,Dont give up friend.,BLANK
NLN2Wl4Y,He's wrong. Vaccines are not proven to be safe. It's a crap shoot like the flu shot.,BLANK
N4Ok9y9d,"“Vaccines are safe” for some. Tell this to the parents of healthy children who are injured AFTER vaccination. As a physician, NOTHING is safe. Medicine is NOT an exact science. Experimental scientists posing as ‘Doctors’ are betraying people by misleading them into gender ideology and body mutilation.",BLANK
m83QsVJN,"De ce mi-ați pus chenarul, că vizionam in continuare ca pina acum fără chenar.Mulțumesc ❤",BLANK
OIrLSFXV,It's legal to lie to Senator Cassidy.,BLANK
l7zrI3PA,Gibberish!,BLANK
mGjG0Un2,Spineless,BLANK
uVuh23WC,Another phony lying politician.,BLANK
yaxVCzMa,December 2025 anyone?!?!,BLANK
NDeGNmTm,👇2026 hier,BLANK
Qg7GK9Jc,"... Man, get this guy out of my face! Arrest this fool! Look at his face, he knows he did wrong!!! All these clowns will go down in history as a joke and disgrace, not just to the United States, but to the whole world... and the universe will know it!!!!!!! History doesn't forget!!! Whatever they thought they would earn or are getting from siding with the Orange Notorious Convicted Cheater Felon Low-I.Q. Wannabe-Dictator Pathological-Liar Buffoon Draft-Dodger Con ANTI-Truth FAKE-christian Unwittingly-Clown and his republiCON ME[A]GA administration will not be worth it!!! See all of those moronic guys in hell!!!",BLANK
jYyo4bpY,"If this health plan  is so great and was created so quickly, why was it not done in trumps first term or there after?  trump has always been against anything with Obama's name attached to it.  They did not have a plan back then and I doubt if there is a reliable plan now!!!",BLANK
azTcZOPN,I only hear this for sleep 😭,BLANK
Fgu8icy3,"Jake!! You let this despicable cowardice stand?!?!?
Cassidy abdicates his oaths as a doctor and an erected representative, refuses to man up and admit his vote to confirm Kennedy was a huge mistake, and you let this fool with zero credibility spin more BS that Repugnicans give a flying football about Americans' health and health care!!??. Jake, get some rest and come back with a little more fire.",BLANK
44JTKpBU,This is the one I use every night now😂,BLANK
32Yzwp8n,Wong indo November 2025 sapa gie?,BLANK
SjJgGkOd,So he is going to do nothing!,BLANK
uKhLIYSx,Hi I am from 2030 anyone  like me 😉,BLANK
IeTAWLAk,Every trump supreme court justice lied in their hearings😮,BLANK
Px1fPaul,Im still here each and every night 🌙 ✌️ 🥶,BLANK
3gz1Hgen,nice😊,BLANK
hkNtWZQo,"Senator Cassidy knows better. He knows that CDC guidance is recognized as the gold standard—not only by organizations across the United States, but by governments around the world. Yet he exploits American ignorance and narrow-mindedness to evade accountability, all while kneeling to Trump and sacrificing our nation’s reputation and integrity. He's a coward for not owning his BS.",BLANK
JVzKAb99,Thats what the government  wants. Population control,BLANK
jVE7DptG,Cassidy should have been dismissed.,BLANK
J5G16PxM,Dobranoc z polski,BLANK
CyQN873l,"Get him out,after reading the information of the man  making poems about.?.....?",BLANK
2xQrg5G6,Cassidy is a grotesque person.  He just dismissed the essay of a dying Kennedy .  And his health plan is a  nothing burger concept. This guy is not a doctor. He is  complicit in murder of kids. Maga and Republicans are evil. Evil cruel lying corrupt people who worship evil and money only. Otherwise why would anyone be ok with any of this ???,BLANK
roq9Rnri,"""I'll leave it at that."" What a coward! How people can continue to elect and re-elect these cowards is beyond my comprehension.",BLANK
rjkelPTA,"Ate too much myshrrooms 😅
This will pass 😅
Soon? 
Ha",BLANK
H2v6NOki,"All senators who voted for RFK, should be kicked out of Congress.",BLANK
NwhL3AmK,Just a few minutes of relaxing music can calm the heart and lighten the mind—it's a remedy that needs no prescription.,BLANK
6LAY6ys6,59:05 wow al bijna 🎉,BLANK
g0LMEHiO,2025 8th Nov 12.32,BLANK
6pYdQD7k,نعم..,BLANK
WajbhvEh,Anyone in 2026?,BLANK
ZyYdS0Ry,"I started a new ritual today, and I used this video as my meditation music, not knowing how calming it was going to feel. I have not felt this relaxed in so long. Thank you for this upload!",BLANK
ng5DDa79,"A bunch of ignorant uneducated racists running the country and none of them are actual physicians, it's sickening",BLANK
g0dpNMxU,You voted for a nut job. What did you expect.,BLANK
BD4fygjq,🏁🚩🏴🏳🏳️‍🌈🇦🇱🏴‍☠️🇦🇨🇦🇩🇦🇪🇦🇫🇦🇬🇦🇮🇦🇱🇦🇲🇦🇴🇦🇶🇦🇷🇦🇸🇦🇹🇦🇺🇦🇼🇦🇽🇦🇿🇧🇦🇧🇧🇧🇩🇧🇪🇧🇫🇧🇬🇧🇭🇧🇮🇧🇯🇧🇱🇧🇲🇧🇳🇧🇴🇧🇶🇧🇷🇧🇸🇧🇹🇧🇻🇧🇼🇧🇾🇧🇿🇨🇦🇨🇨🇨🇩🇨🇫🇨🇬🇨🇭🇨🇮🇨🇰🇨🇱🇨🇲🇨🇳🇨🇴🇨🇵🇨🇶🇨🇷🇨🇺🇨🇻🇨🇼🇨🇽🇨🇾🇨🇿🇩🇪🇩🇬🇩🇯🇩🇰🇩🇲🇩🇴🇩🇿🇪🇦🇪🇨🇪🇪🇪🇬🇪🇭🇪🇷🇪🇸🇪🇹🇪🇺🇫🇮🇫🇯🇫🇰🇫🇲🇫🇴🇫🇷🇬🇦🇬🇧🇬🇩🇬🇪🇬🇫🇬🇬🇬🇭🇬🇮🇬🇹🇬🇸🇬🇷🇬🇶🇬🇵🇬🇳🇬🇲🇬🇱🇬🇺🇬🇼🇬🇾🇭🇰🇭🇲🇭🇳🇭🇷🇭🇹🇭🇺🇮🇨🇮🇩🇮🇪🇮🇱🇮🇲🇮🇳🇮🇴🇮🇶🇮🇷🇮🇹🇮🇸🇯🇪🇯🇲🇯🇴🇯🇵🇰🇪🇰🇬🇰🇭🇰🇮🇰🇲🇰🇵🇰🇳🇰🇷🇰🇼🇰🇾🇰🇿🇱🇦🇱🇧🇱🇨🇱🇮🇱🇰🇱🇷🇱🇸🇱🇹🇱🇺🇱🇺🇱🇻🇲🇦🇲🇨🇲🇨🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🇿🇼🇻🇺🇹🇿🇺🇬🇻🇬🇴🇲🇶🇦🇶🇦🇵🇱🇴🇲🇳🇱🇳🇵🇳🇷🇵🇼🇵🇹🇳🇬🇵🇹🇷🇺🇴🇲🇷🇸🇵🇲🇵🇸🇳🇫🇷🇼🇹🇩🇹🇯🇹🇳🇸🇾🇺🇦 where are you from?,BLANK
zC4arJVX,yes,BLANK
E394NMju,See they never apologize for their ignorance or should I say intentional ignorance.,BLANK
2lB2t9ey,Slimy disgusting snake taking our country down,BLANK
MefASHtG,Every single republican is a conman!,BLANK
r3bII7Ui,"He urges families to do everything they can to take care of their families, but he isn’t. He isn’t doing his job.",BLANK
6SWRS6HA,"Sen. Cassidy, you voted to allow a known, by you, kook to be in charge of this country's health care. You are just as culpable as he is for every child's death due to being unvaccinated.",BLANK
YWCVJPOF,I hope they kept a copy of the original correct website under Biden!,BLANK
cy8vq5UN,"He didn't respond to the question about JFK lying, Jake, and you didn't call him on it.  What the hell is CNN doing???",BLANK
IesI0wAL,My parents’ lowest cost bronze plan in our rural area is 2900/mo.,BLANK
OEmcfbHB,6:58  😡🤬NO!,BLANK
Z3Otl9h6,There is no proof either way.,BLANK
hy5wIIFj,All he could do was deflect. He needs to lose his seat. He is responsible for RFK Jr being in this position. People will die.,BLANK
XQSh1rCH,спс мне очень нравиться я хорошо концентрируюсь с этой музыкой!,BLANK
OYLXdrUa,"I'm not a physician. I use the CDC website, as do many others I know. I travel, I use it for travel warnings. I use it to see what sorts of diseases are becoming more prevalent. And I review recommendations for vacinations, including for myself.",BLANK
fHTivyhl,I love you all. I'm from Egypt.😘🥺🫶,BLANK
lIQ2OhCC,Be sure,BLANK
8fau5l4s,"Tell the truth, how about that?",BLANK
4Ihj1vSg,L😊,BLANK
INsGbMqQ,"Here in November of 2025 and Erie, Pa and remember Cherish Every Moment ❤️",BLANK
ps1vtsYH,"point of the entire video: Cassidy what are you gonna do? ""I am not gonna do shit and F U for asking"".",BLANK
Z11VC5u6,he keeps saying he agrees with trump and stands with vaccines and that he’ll “leave it at that” but voted for a jackass who stands against vaccines. spineless doc,BLANK
Jhdgr5Qh,Free Sudan free Palestine,BLANK
a1GxZb34,This track’s vibe is so chill and atmospheric  really perfect for relaxing or deep thinking.,BLANK
rfOsFZtz,"RFK Jr just changed CDC to Competency Difficiency Center.
Just stick with your doctors for medical advice and opinions folks. No one working for Trump is competent with anything.",BLANK
t0exTcyn,"Dud, Cassidy! I dont trust him, but I would like to know about the GOP plan and the others.",BLANK
MGbAfLc7,What?,BLANK
SP8JdhaY,"I don't know what it is about this song, but it makes me feel like crying. It evokes something in me that I can't explain. Anyway, thank you for this.",BLANK
vmwPsa8U,November 2025…,BLANK
xWmv9UUi,Anyone in 17.11.2025😊😊😊,BLANK
MueyWHti,Happy birthday!,BLANK
7g0JC7Sa,This is what happens when you put party over principles and now we have to suffer under RFK delusions,BLANK
8N64tPq7,Can I use this??,BLANK
pUIzY7jm, @SumonKumarBiswas-j9p  22 November,BLANK
m0FBi4M0,Rfk jr.is a disgrace to the Kennedy name,BLANK
MBB13GSN,This is cowardice. Cowardice from Cassidy and cowardice from Tapper for letting him get away with dodging these questions.,BLANK
vMxzatqZ,"That's a bunch of BS, i wouldn't be surprised if they threaten his life and his family, and that's why he said that. I will never trust doctors, i didn't know and I never will, they're all full of BS. Just like the covid shot, give me a break and go screw off",BLANK
u0MpP4xZ,You idiot! You just said two kids died but you don’t seem to care by kicking out Kennedy. Your license should be revoked.,BLANK
UuB2izLM,Jake's lost his bearings & marbles in this interview.,BLANK
cndoKyoe,"So, $1k in health savings when you have $4k deductible….. oh thank you, I will still be out of pocket of $3k.  Does this guy understand math??",BLANK
3xcF96o3,"RFK should not have been confirmed. He is the health secretary. He should NOT have been confirmed. ACA should be extended. How do you make sure there are fixed rates of healthcare costs.  There is no plan, stop making the public worry. There should be some guarantee of an extension to stop the fear and worry.",BLANK
RCtwppUv,"I'm blue and liberal as they come so this is not an ideological perspective. Jake Trapper's interview with Sen. Cassidy was one of the worst demonstrations of journalistic integrity I've seen for the number of below belt cheap shots someone can take. And for what, to stir up drama and conflict for the sake of ratings. You can't talk about lowering the tone on political rhetoric and then turn around and stir the pot with interviews like that. Shame on you Jake for being a hypocrite.",BLANK
L7F0hT0i,"Yes, chilling when a little under the weather. Very soothing.",BLANK
JqS1XnO3,💚,BLANK
KtBvxDnq,Im here every day ✌️,BLANK
jUdzWFc9,"People Not getting Vaccinated is a huge worldwide problem,this sentiment about giving vaccinations a bad name is also seen here in Europe, Religious motives is a big one, it really matters what the minister of Health says with you or here, diseases spread we all travel around the world,people getting preventable sick or even die😔thank you for adressing😘",BLANK
Voi2QIc6,Cassidy is ridiculous dodging the question about calling out RFK Jr being a danger to all Americans. He just says it's important to focus on health care. Disgraceful. Cassidy should be telling people that RFK Jr LIED directly to his face and is actually harming the American people.,BLANK
S52pQZ43,"I am a parent and former Marine who visited the CDC web site when needed, prob 4-6 times a year. I see reports of CDC being gutted and no longer look at web site. RFK jr has everything to do with CDC going stupid, as a whole.",BLANK
NCWv9Tpc,"And as a doctor, Cassidy should never be allowed to practise.",BLANK
4xy1Dm4m,​ @honestshawty  Your caring comment to Barbara really touched my heart.May every day of your life be filled with love light and happiness.❤️🙏,BLANK
cQBXcMdh,Cassidy's obituary should start by stating that he facilitated and enabled the greatest demise in American public health of the last half century if not longer. Shame!,BLANK
Ah3l4KHL,MAGA stay unvaccinated please we don't want you here,BLANK
zfQKe7qD,Cudna muzyka ❤,BLANK
qC0Lvm3a,"the US surgeon general should resign over the MMR vaccine ban and make this speech: my job is being under mined due to the MMR vaccine ban. every MMR outbreak is like a ICBM hitting that city or town, my responsibility is to the heath of people of the United states, and hopefully my replacement will follow in my foot steps",BLANK
ixXMsP9i,Bot,BLANK
7zwYZ95E,"Nov 29, 08:09 to 08:19 (Meditation)",BLANK
5YOgLSsr,Such a calming and immersive experience — my brain thanks you!,BLANK
YZr3ahDd,😐,BLANK
JGfbezAA,My sister is causing all my stress and dark thoughts so I hope she goes,BLANK
NtALhE81,"8 november 2025, 02:47 am",BLANK
FlrquT0s,"Hi! From Tunisia 🇹🇳 
☮️peace&love🤍",BLANK
scszXylI,What a spineless senator and man.,BLANK
nuCn8lEa,🫄,BLANK
D7RUWChz,"People don't need a bronze plan, then need the same plan Sen Cassidy's has.",BLANK
V0WEN6QW,He didn’t lie - studies are still being done! Shane on you all for not doing science!!!,BLANK
FhfrCExV,It's relaxing looking up at the stars with this music playing.,BLANK
quoOQIAj,life is short and you and yours had better make the best of it.,BLANK
pS7SvRsy,If vaccines are safe then why did my son develop asburgers after vaccination? He did show any signs until after 4......,BLANK
kdehRhw2,"아름다운 영상과 편안한 음악, 또 보러 들렸습니다~",BLANK
SMMUVnrG,Any student is here ?,BLANK
XZmxx4Lk,Not only do Trump and his administration need to be held accountable but his enablers need to also be held to account.,BLANK
08E9xEO2,Goodnight everybody.,BLANK
1EBfOAPT,😂😂😢😮😮❤,BLANK
FeYHSLfO,"Hello stranger,if you're reading this i just want to give you a big internet hug no matter who you are.Don't stress yourself that much,i get how you're feeling💖💖",BLANK
G5DfqpZb,Think of all the MAGA people who are going to die because they believed Donald Trump and RFK Jr's lies LOL,BLANK
UNkvaJo6,"Your Lot are Not Credible PERIOD ,, FINISHED",BLANK
jRhjf2Vz,You should be bowing your head in shame not smirking. This ridiculous bullshit is your fault. Yours and every one of you idiots that voted to place the world’s dumbest jackass in charge of our health.,BLANK
0Ojo7Z0d,"Wow. Lies. Lies. Lies..vaccines are not safe! Please wake up people. Read a vax insert. Make pharmaceutical companies liability happen. Informed consent! Dare you to Read ""TURTLES ALL THE WAY DOWN. I can't stand the willfully ignorant. Follow the money CNN! Actually research this and do some real reporting.",BLANK
RvRzES09,The comment section is so refreshing💚 love you all,BLANK
b0FSc9AC," @heinz-juergenmeissner3126  Maybe you are  misunderstanding  the Data. I know how the ARR is calculated, maybe you don't understand that the ARR is the Risk difference if you do not take any vaccine. A risk benefit analysis is easy tp perform and the key reason why the FDA has said without the ARR information you will make a suboptimal decision. It is also used to find the Number needed to Vaccinate NNV to stop one infection.",BLANK
VGokLrFD,Cassidy can kiss my entire butt because he didn't chin checked them and is still trying to stay in good graces with the #OrangefacedBastard! Orangeface thinks vaccines are a joke!,BLANK
5Z6mESZd,"Amazing ❤
And thanks for 20 subscribers😊",BLANK
gt15ecLr,"I want you to remember that everything you have been bothering right now will pass. Every struggle, pain,  brokenness ,weeping and hindering will stop . Financial breakthrough, healing and success  will overtake. Trust in Him 👆",BLANK
okmjizS9,COMPLETE METHANE,BLANK
kM8WXUsW,:face-red-heart-shape:,BLANK
Q9j0RANX,Beautiful,BLANK
bocLUVE2,Medical savings accounts don't help. His bill doesn't control costs.,BLANK
fAMihB8q, @emilys7792  maybe🤭,BLANK
24HYT1cx,anyone here 11 November 2025？🎉,BLANK
AWBWCb78,Guto vc tem noção q era um mochileiro sonhando e hoje é um grande empresário q está criando um grande empreendimento. Sucesso pra vc e muito bom quando vc fica filosofando.,BLANK
92Aql6Gc,"Answer the question. Did he lie to you?  The answer is yes.  Next.  Notice that this male interviewer doesn’t have the balls that the female interviewers have. He should’ve said please answer my question.  He lied to you, didn’t he?  Yes, or no did he lie to you?  Instead, he changes the subject along with Cassidy.  It’s disgusting.",BLANK
IZDU10oy,"sending everyone a virtual hug rn, were all going through everything together ❤",BLANK
I8T9XNPZ,The best is yet to come ❤,BLANK
5es4fK2T,this melody’s a secret garden at dusk. U belong here. May calm n bliss dance thru ur hours. 🌿,BLANK
lJfWwP2d,"6:02 Is it ""He said/She said"" or is it more like Doctor, what is your medical opinion? Is it good or bad?",BLANK
xoKMICkJ,"Does anyone know where THIS BEAUTIFUL GREEN SPACE IS that is the cover photo? I would love to visit it, and sit by that pond for hours, even if just for one day out of my life. SO BEAUTIFUL.  I hope everyone listening to this finds the peace they are looking to find.",BLANK
rTvjv4dy,''How do we make America healthy?'' Get rid of Trump and JFK.  Cassidy is a doctor and yet he voted destructive JFK into power - as a Republican he is willingly destroying health care for Americans.,BLANK
kkPdchB3,"Dag this dude just saying all kinds of bs. They won’t do better in health care. You want  to take care of health care? You need to have the super rich and rich corporations pay their fair share, problem solved. You know this doesn’t take a genius to know this.",BLANK
lSiMHI0a, @yaswantkrisnaa8444  Are you a time traveller?,BLANK
rwX9tWd6,https://youtu.be/BokdSWC2R68?si=kWljSVSuJ9dBrdv9,BLANK
s74rrlr2,"Waste, Fraud, and Abuse: RFK, Trump, Musk",BLANK
k9rY6cul,This idiot is a doctor?😅he speaks like a bad administrator who repeats the words of hire ups,BLANK
Fxj5qdvp,MAGA Maha,BLANK
3fT6DclP,❤❤❤❤❤❤❤❤❤❤❤,BLANK
OB6UYasZ,"ENOUGH with YOUR LOT OF BULLSHIT ARTISTS , must we get the PICKFORKS OUT to GET YOUR LYING ASSES OUT",BLANK
lklObP3d,It's 2025 and is anyone still here?,BLANK
DqjkklHn,HE SAID TRUMP BELIEVES ITS SAFE SO NOW IM SKEPTICAL LOL,BLANK
lUpXcKze,Great,BLANK
e2feZTET,"He's right about vaccines being safe, but wrong about Trump
Trump ran on an anti-vaccine platform
Because that is what MAGA wanted",BLANK
qiZivMXQ,November 2025,BLANK
52hB8BDT,WOW is a slip 😄😄💌,BLANK
kdwvPdjM,"I had stress when Grandpa passed away, I couldn't study properly becuase of my stress, And this is the perfect music you ever want to play in your life.",BLANK
1GbVM97s,This sound feels like peace itself. 😍❤,BLANK
UtuIcGTO,Where’s my lightworkers at in November 2025! ❤,BLANK
mD0sxEUx,Billy got his phd at trump university .,BLANK
dHaNE0wu,November 2025 😌🌱🌱🌱🌱 thank you for your relaxing music ! Musicians with music we can change our world to something peaceful without hate and peace ✌🏼😌🌱,BLANK
5pIJYaA7,الحياة متعبة😢,BLANK
uRtgdXfN,Your doctor you are supposed to do no harm. Clearly you have done lots of harm.,BLANK
QvoVyzOo,He is the problem.  Vote!,BLANK
pQnS6YGn,"مرحبا أنا الفتى المصري الذي يشبة هاري بوتر قولوا للجماعة بتوعوت رولينج و الجمرة الخبيثة اللى عندكم هل صحيح أن دماءكم تحتوي بداخلها على نسبة من العنصر الذي تريدة وتبحث عنة كل دولة ؟؟ أقصد الغاليوم 🤥 😀😀😀
🤣🙃 .. قولوا لهم أننا نحتاج ذلك العنصر وقولوا لهم أن يعدّوا أنفسهم 

🚑➕⛑️📋💉🛑

🦊⚡  🔥🍤🍤🍤🔥",BLANK
fKocJLAQ,This senator is a complete hypocrite.,BLANK
12B0bKCt,CALM NICE STRESS GONE PERFET FOR ME ..],BLANK
pxgESQnl,Defective Kennedy. Send it back. Get your money back at Amazon. The wrong Kennedy got the lobotomy.,BLANK
cmImFoRZ,"Just another disgrace of a Senator, forgot about the Hippocrates oath and confirmed a buffoon",BLANK
A0bcIQol,I got so relaxt I couldn’t studi,BLANK
UEtdRJJO,How would anyone take any plan this clown puts forward ? He is as unserious as it comes. Joke. Vote him out,BLANK
rP9Z42xJ,The ads are not relaxing get them off!,BLANK
8MKPsX0y,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,BLANK
hVQW0mDq,"And he believed him? C'mon people. No matter what happens, these Trump sycophants will say and do anything to gain and keep power.",BLANK
MgofpyCv,"To anybody reading this, I pray that whatever is hurting you or whatever you are constantly stressing about gets better. May the dark thoughts, the overthinking, and the doubt exit your mind may clarity replace confusion. may peace and calmness fill your life.",BLANK
iBNRYuzZ,Skvelé,BLANK
K4EYRiav,"All these wealthy jerks have no clue what it's like to handle an insurance bill, rent, food, kids, gas costs, and trying to get the medical care you need. These small funds they want to give won't help at all in the long run. Its for show because they know they will get hammered mid terms",BLANK
UwomIT6t,"You're misinterpreting the data. If 2% of people in an unvaccinated control group contract COVID-19 and only 0.4% in the vaccinated group, the absolute risk reduction is 1.6 percentage points (2% - 0.4% = 1.6%). The relative risk reduction would be significantly higher in this case (e.g., 80%).",BLANK
lxXuJKb1,Thank u for this relaxing music I really love it 14:30,BLANK
oHmM6435,The green party of the United States has supported universal free healthcare at the point of service funded by taxpayer money for years.,BLANK
G09hzbTN,no polska tak nie jekie angielskie,BLANK
eeZIMWzV,Here I Am ❤❤❤,BLANK
6s7rUmyl,Pls give mi 10 .00 lias,BLANK
ooycRIKc,😢😢😢😢😢😢😢😢😢😢😢,BLANK
1gnijL9m,Anyone here November 2025,BLANK
hNNgVuB0,Jake Fapper 🤡 News Network reporting,BLANK
geVoaQKo,IN THE MEMBRANE,BLANK
pIkLCsA7,SHAME on Cassidy for putting his political career ahead of his medical expertise and children’s’ lives.  And thank you Jake Tapper for speaking up.,BLANK
cSfChcls,Trump never said they r safe stop lying,BLANK
q9hewarF,Feeling alone?? Trust me guys it's a kind of peace when you're start enjoying it!!🤍,BLANK
QbGCCRoh,I love soft music,BLANK
MlrNwnZ3,Hope everyone is doing wonderful.,BLANK
